"주차장코드","주차장명","주소","주차장 종류","주차장 종류명","운영구분","운영구분명","전화번호","총 주자면","유무료구분","유무료구분명","야간무료개방여부","야간무료개방여부명","평일 운영 시작시각(HHMM)","평일 운영 종료시각(HHMM)","주말 운영 시작시각(HHMM)","주말 운영 종료시각(HHMM)","공휴일 운영 시작시각(HHMM)","공휴일 운영 종료시각(HHMM)","최종데이터 동기화 시간","토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명","월 정기권 금액","노상 주차장 관리그룹번호","기본 주차 요금","기본 주차 시간(분 단위)","추가 단위 요금","추가 단위 시간(분 단위)","버스 기본 주차 요금","버스 기본 주차 시간(분 단위)","버스 추가 단위 시간(분 단위)","버스 추가 단위 요금","일 최대 요금"
"1664968","공유) 18-01(구)","성동구 성수동2가 284-109","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-07 10:58:24","N","무료","N","무료","0","1120011500031","900","30","900","30","0","0","0","0","10000"
"1665027","공유) 08-10(구)","성동구 응봉동 228-55","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:20:54","N","무료","N","무료","0","1120010800005","900","30","900","30","0","0","0","0","10000"
"1665084","공유) 18-03(구)","성동구 성수동2가 289-279 ","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-07 10:39:46","N","무료","N","무료","0","1120011500029","900","30","900","30","0","0","0","0","10000"
"1665096","공유) 18-02(구)","성동구 성수동2가 284-68 ","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2022-03-07 10:53:27","N","무료","N","무료","0","1120011500030","900","30","900","30","0","0","0","0","10000"
"1665102","공유) 15-03(구)","성동구 성수동1가 656-421","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:39:28","N","무료","N","무료","0","1120011400005","900","30","900","30","0","0","0","0","10000"
"1665172","공유) 16-09(구)","성동구 성수동1가 13-298","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 10:52:46","N","무료","N","무료","","1120011400012","900","30","900","30","0","0","0","0","10000"
"1665201","공유) 15-25(구)","성동구 성수동1가 656-421","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-02 09:56:38","N","무료","N","무료","0","1120011400010","900","30","900","30","0","0","0","0","10000"
"1665231","공유) 08-12(구)","성동구 응봉동 265-110","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:21:47","N","무료","N","무료","0","1120010800006","900","30","900","30","0","0","0","0","10000"
"1665251","공유) 10-05(구)","성동구 금호동2가 501-36","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:34:07","N","무료","N","무료","0","1120011000004","900","30","900","30","0","0","0","0","10000"
"1665287","공유) 15-23(구)","성동구 성수동1가 656-243","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-07-22 11:13:57","N","무료","N","무료","0","1120011400009","900","30","900","30","0","0","0","0","10000"
"1665315","공유) 18-11(구)","성동구 성수동2가 278-3 ","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-07 09:59:31","N","무료","N","무료","0","1120011500026","900","30","900","30","0","0","0","0","10000"
"1665478","공유) 16-10(구)","성동구 성수동1가 13-219","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 10:50:49","N","무료","N","무료","0","1120011400013","900","30","900","30","0","0","0","0","10000"
"1665511","공유) 15-27(구)","성동구 성수동1가 22-27","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-04-29 11:54:23","N","무료","N","무료","0","1120011400003","900","30","900","30","0","0","0","0","10000"
"1665635","공유) 02-06(구)","성동구 하왕십리동 1018-7","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:12:47","N","무료","N","무료","0","1120010200005","900","30","900","30","0","0","0","0","10000"
"1665642","공유) 04-15(구)","성동구 마장동 772-2","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:16:14","N","무료","N","무료","0","1120010500008","900","30","900","30","0","0","0","0","10000"
"1665670","공유) 03-10(구)","성동구 홍익동 429-0","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:14:11","N","무료","N","무료","0","1120010300005","900","30","900","30","0","0","0","0","10000"
"1665721","공유) 02-10(구)","성동구 행당동 325-6","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:13:29","N","무료","N","무료","0","1120010700003","900","30","900","30","0","0","0","0","10000"
"1665746","공유) 04-18(구)","성동구 마장동 790-1","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:16:53","N","무료","N","무료","0","1120010500011","900","30","900","30","0","0","0","0","10000"
"1665753","공유) 07-05(구)","성동구 행당동 341-102","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:20:04","N","무료","N","무료","0","1120010700010","900","30","900","30","0","0","0","0","10000"
"1665843","공유) 03-01(구)","성동구 홍익동 437-0","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:13:41","N","무료","N","무료","0","1120010300004","900","30","900","30","0","0","0","0","10000"
"1665898","공유) 04-55(구)","성동구 마장동 829-0","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:18:04","N","무료","N","무료","0","1120010500018","900","30","900","30","0","0","0","0","10000"
"1665982","공유) 05-05(구)","성동구 행당동 4-12","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-04-29 12:11:53","N","무료","N","무료","0","1120010700005","900","30","900","30","0","0","0","0","10000"
"1666023","공유) 03-07(구)","성동구 도선동 414-0","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:14:01","N","무료","N","무료","0","1120010400002","900","30","900","30","0","0","0","0","10000"
"1666061","공유) 04-50(구)","성동구 마장동 777-3","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:17:55","N","무료","N","무료","0","1120010500001","900","30","900","30","0","0","0","0","10000"
"1666106","공유) 04-02(구)","성동구 마장동 456-3","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:15:08","N","무료","N","무료","0","1120010500002","900","30","900","30","0","0","0","0","10000"
"1666158","공유) 05-09(구)","성동구 사근동 293-7","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-04-29 11:53:38","N","무료","N","무료","0","1120010600002","900","30","900","30","0","0","0","0","10000"
"1666166","공유) 04-19(구)","성동구 마장동 792-0","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:17:02","N","무료","N","무료","0","1120010500012","900","30","900","30","0","0","0","0","10000"
"1666172","공유) 06-05(구)","성동구 행당동 279-6","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:19:38","N","무료","N","무료","0","1120010700007","900","30","900","30","0","0","0","0","10000"
"1666203","공유) 04-01(구)","성동구 하왕십리동 258-0","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:14:59","N","무료","N","무료","0","1120010200008","900","30","900","30","0","0","0","0","10000"
"1666218","공유) 04-04(구)","성동구 마장동 460-22","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-02 09:37:28","N","무료","N","무료","0","1120010500019","900","30","900","30","0","0","0","0","10000"
"1666236","공유) 04-24(구)","성동구 마장동 497-12","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:17:36","N","무료","N","무료","0","1120010500016","900","30","900","30","0","0","0","0","10000"
"1666246","공유) 05-08(구)","성동구 사근동 190-62","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:18:34","N","무료","N","무료","0","1120010600001","900","30","900","30","0","0","0","0","10000"
"1666271","공유) 06-11(구)","성동구 행당동 317-31","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:19:46","N","무료","N","무료","0","1120010700008","900","30","900","30","0","0","0","0","10000"
"1666278","공유) 06-02(구)","성동구 행당동 139-0","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:19:25","N","무료","N","무료","0","1120010700006","900","30","900","30","0","0","0","0","10000"
"1666312","공유) 04-23(구)","성동구 마장동 459-6","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:17:28","N","무료","N","무료","0","1120010500015","900","30","900","30","0","0","0","0","10000"
"1666356","공유) 04-17(구)","성동구 마장동 767-62","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:16:35","N","무료","N","무료","0","1120010500010","900","30","900","30","0","0","0","0","10000"
"1666409","공유) 04-22(구)","성동구 마장동 399-58","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:17:19","N","무료","N","무료","0","1120010500014","900","30","900","30","0","0","0","0","10000"
"1666429","공유) 06-22(구)","성동구 행당동 345-0","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:19:56","N","무료","N","무료","0","1120010700009","900","30","900","30","0","0","0","0","10000"
"1666437","공유) 04-20(구)","성동구 마장동 794-2","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:17:11","N","무료","N","무료","0","1120010500013","900","30","900","30","0","0","0","0","10000"
"1666562","공유) 02-08(구)","성동구 하왕십리동 970-71","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:13:17","N","무료","N","무료","0","1120010200007","900","30","900","30","0","0","0","0","10000"
"1666862","공유) 04-12(구)","성동구 마장동 514-2","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:15:55","N","무료","N","무료","0","1120010500005","900","30","900","30","0","0","0","0","10000"
"1666917","공유) 04-14(구)","성동구 마장동 769-3","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:16:05","N","무료","N","무료","0","1120010500007","900","30","900","30","0","0","0","0","10000"
"1666952","공유) 02-07(구)","성동구 하왕십리동 978-2","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:12:57","N","무료","N","무료","50000","1120010200006","900","30","900","30","0","0","0","0","10000"
"1667005","공유) 04-49(구)","성동구 마장동 797-15","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-04-29 11:53:19","N","무료","N","무료","0","1120010500017","900","30","900","30","0","0","0","0","10000"
"1667078","공유) 20-34(구)","성동구 용답동 249-8","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-03 10:44:37","N","무료","N","무료","0","1120012200001","900","30","900","30","0","0","0","0","10000"
"1667087","공유) 04-16(구)","성동구 마장동 818-0","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 11:16:25","N","무료","N","무료","0","1120010500009","900","30","900","30","0","0","0","0","10000"
"1667153","공유)  성동 06-23(구)","성동구 행당동 381-6","NS","노상 주차장","3","시간제 + 거주자 주차장","","1","Y","유료","N","야간 미개방","0000","0000","0000","0000","0000","0000","2021-06-24 15:40:37","N","무료","N","무료","0","1120010700001","100","5","0","0","0","0","0","0","0"
"1667244","공유) 17-22(구)","성동구 성수동2가 496-1","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-08 11:04:19","N","무료","N","무료","0","1120011500043","900","30","900","30","0","0","0","0","10000"
"1667299","공유) 18-10(구)","성동구 성수동2가 277-54","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-04-29 11:55:22","N","무료","N","무료","0","1120011500027","900","30","900","30","0","0","0","0","10000"
"1667319","공유) 18-43(구)","성동구 성수동2가 301-80","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-04 14:30:01","N","무료","N","무료","0","1120011500012","900","30","900","30","0","0","0","0","10000"
"1667346","공유) 17-02(구)","성동구 성수동2가 333-139","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-04-29 11:54:37","N","무료","N","무료","0","1120011500049","900","30","900","30","0","0","0","0","10000"
"1667351","공유) 20-26(구)","성동구 용답동 28-1 ","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-03 11:52:46","N","무료","N","무료","0","1120012200003","900","30","900","30","0","0","0","0","10000"
"1667362","공유) 17-44(구)","성동구 성수동2가 712-0","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-07 11:02:43","N","무료","N","무료","0","1120011500032","900","30","900","30","0","0","0","0","10000"
"1667423","공유) 18-44(구)","성동구 성수동2가 314-8 ","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-04 14:14:41","N","무료","N","무료","0","1120011500011","900","30","900","30","0","0","0","0","10000"
"1667469","공유) 17-41(구)","성동구 성수동2가 639-0","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-07 11:11:24","N","무료","N","무료","0","1120011500033","900","30","900","30","0","0","0","0","10000"
"1667516","공유) 20-33(구)","성동구 용답동 180-0 ","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-03 10:53:26","N","무료","N","무료","0","1120012200002","900","30","900","30","0","0","0","0","10000"
"1667644","공유) 18-41(구)","성동구 성수동2가 276-4 ","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-04 14:35:17","N","무료","N","무료","0","1120011500013","900","30","900","30","0","0","0","0","10000"
"1667675","공유) 17-16(구)","성동구 성수동2가 330-4","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-08 13:41:51","N","무료","N","무료","0","1120011500045","900","30","900","30","0","0","0","0","10000"
"1667693","공유) 20-11(구)","성동구 용답동 9-9 ","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-03 16:28:35","N","무료","N","무료","0","1120012200009","900","30","900","30","0","0","0","0","10000"
"1667708","공유) 17-37(구)","성동구 성수동2가 590-1","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-08 09:53:39","N","무료","N","무료","0","1120011500036","900","30","900","30","0","0","0","0","10000"
"1667760","공유) 18-18(구)","성동구 성수동2가 277-55 ","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-07 09:36:47","N","무료","N","무료","0","1120011500023","900","30","900","30","0","0","0","0","10000"
"1667801","공유) 17-11(구)","성동구 성수동2가 268-0","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-08 14:01:04","N","무료","N","무료","0","1120011500048","900","30","900","30","0","0","0","0","10000"
"1667823","공유) 20-21(구)","성동구 용답동 158-4","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-03 14:41:36","N","무료","N","무료","0","1120012200005","900","30","900","30","0","0","0","0","10000"
"1667921","공유) 17-24(구)","성동구 성수동2가 491-1","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-08 10:57:11","N","무료","N","무료","0","1120011500042","900","30","900","30","0","0","0","0","10000"
"1667955","공유) 20-13(구)","성동구 용답동 6-1 ","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-03 16:23:17","N","무료","N","무료","0","1120012200008","900","30","900","30","0","0","0","0","10000"
"1668027","공유) 17-13(구)","성동구 성수동2가 272-41 ","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-08 13:45:49","N","무료","N","무료","0","1120011500046","900","30","900","30","0","0","0","0","10000"
"1668048","공유) 20-23(구)","성동구 용답동 159-10 ","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-03 14:19:55","N","무료","N","무료","0","1120012200004","900","30","900","30","0","0","0","0","10000"
"1668063","공유) 20-15(구)","성동구 용답동 24-37 ","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-03 14:47:56","N","무료","N","무료","0","1120012200006","900","30","900","30","0","0","0","0","10000"
"1668066","공유) 17-40(구)","성동구 성수동2가 182-55","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-08 09:39:17","N","무료","N","무료","0","1120011500034","900","30","900","30","0","0","0","0","10000"
"1668088","공유) 19-19(구)","성동구 송정동 100-31 ","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-04 10:01:54","N","무료","N","무료","0","1120011800004","900","30","900","30","0","0","0","0","10000"
"1668117","공유) 17-12(구)","성동구 성수동2가 269-16 ","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-08 13:49:34","N","무료","N","무료","0","1120011500047","900","30","900","30","0","0","0","0","10000"
"1668140","공유) 17-25(구)","성동구 성수동2가 442-0","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-08 10:52:12","N","무료","N","무료","0","1120011500041","900","30","900","30","0","0","0","0","10000"
"1668177","공유) 18-32(구)","성동구 성수동2가 301-31","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-04 16:01:54","N","무료","N","무료","0","1120011500018","900","30","900","30","0","0","0","0","10000"
"1668187","공유) 18-33(구)","성동구 성수동2가 301-79 ","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-04 15:58:34","N","무료","N","무료","0","1120011500017","900","30","900","30","0","0","0","0","10000"
"1668257","공유) 19-17(구)","성동구 송정동 68-57","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-04 10:24:17","N","무료","N","무료","0","1120011800005","900","30","900","30","0","0","0","0","10000"
"1668377","공유) 20-14(구)","성동구 용답동 180-0 ","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-03 15:14:32","N","무료","N","무료","0","1120012200007","900","30","900","30","0","0","0","0","10000"
"1668394","공유) 19-12(구)","성동구 송정동 89-1","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-04 10:34:39","N","무료","N","무료","0","1120011800006","900","30","900","30","0","0","0","0","10000"
"1668414","공유) 18-48(구)","성동구 성수동2가 273-60 ","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-04 13:43:04","N","무료","N","무료","0","1120011500008","900","30","900","30","0","0","0","0","10000"
"1668447","공유) 17-31(구)","성동구 성수동2가 331-79","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-08 10:14:58","N","무료","N","무료","0","1120011500038","900","30","900","30","0","0","0","0","10000"
"1668481","공유) 17-26(구)","성동구 성수동2가 403-4","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-08 10:29:46","N","무료","N","무료","0","1120011500039","900","30","900","30","0","0","0","0","10000"
"1668498","공유) 19-04(구)","성동구 송정동 73-930","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-04 10:56:41","N","무료","N","무료","0","1120011800007","900","30","900","30","0","0","0","0","10000"
"1668509","공유) 18-15(구)","성동구 성수동2가 277-25","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-07 09:54:00","N","무료","N","무료","0","1120011500024","900","30","900","30","0","0","0","0","10000"
"1668615","공유) 18-34(구)","성동구 성수동2가 302-34 ","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-04 15:54:57","N","무료","N","무료","0","1120011500016","900","30","900","30","0","0","0","0","10000"
"1668761","공유) 15-10(구)","성동구 성수동2가 843-0","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-02-25 13:37:51","N","무료","N","무료","0","1120011500007","900","30","900","30","0","0","0","0","10000"
"1668934","공유) 17-38(구)","성동구 성수동2가 590-1","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-08 09:49:41","N","무료","N","무료","0","1120011500035","900","30","900","30","0","0","0","0","10000"
"1669036","공유) 18-29(구)","성동구 성수동2가 277-37","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-04 16:07:04","N","무료","N","무료","0","1120011500019","900","30","900","30","0","0","0","0","10000"
"1669067","공유) 18-36(구)","성동구 성수동2가 315-109 ","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-04 15:51:13","N","무료","N","무료","0","1120011500015","900","30","900","30","0","0","0","0","10000"
"1669073","공유) 18-40(구)","성동구 성수동2가 273-39 ","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-04 14:40:06","N","무료","N","무료","0","1120011500014","900","30","900","30","0","0","0","0","10000"
"1669094","공유) 18-45(구)","성동구 성수동2가 317-2 ","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-04 14:11:08","N","무료","N","무료","0","1120011500010","900","30","900","30","0","0","0","0","10000"
"1669107","공유) 18-46(구)","성동구 성수동2가 273-12","NS","노상 주차장","3","시간제 + 거주자 주차장","02-2204-7970","1","Y","유료","N","야간 미개방","0830","1900","0830","1900","0830","1900","2022-03-04 14:06:08","N","무료","N","무료","0","1120011500009","900","30","900","30","0","0","0","0","10000"
"1671497","국민대앞북악주차(구)","성북구 정릉동 880-1 ","NS","노상 주차장","1","시간제 주차장","","1","Y","유료","N","야간 미개방","0000","2400","0000","2400","0000","2400","2020-11-11 17:45:37","N","무료","N","무료","100000","1129013300116","150","5","300","10","0","0","0","0","10000"
